"Lead Shipment Number","Tracking Number","Account Number","Invoice Number","Invoice Date",Service,"Ship Date",Zone,"Actual Weight","Original Billed weight","Proposed Billed Weight",Length,Width,Height,Volume,"Container Type","From City","From Zip","From Country","To City","To Zip","To Country","Current Published Rate","Currrent Discount($)","Proposed Discount(%)","Proposed Published Rate","Proposed Discounted Published Rate","CurrentTotal Surcharges","Proposed Total Surcharges","Fuel Surcharge(%)","Fuel Net Charge","Current Total Cost","Proposed Total Cost",Diff($),currentResi,proposedResi,currentDasC,proposedDasC,currentDasCExt,proposedDasCExt,currentDasR,proposedDasR,currentDasRExt,proposedDasRExt,currentHandling,proposedHandling,currentOs,proposedOs,currentRemoteAk,proposedRemoteAk,currentRemoteHi,proposedRemoteHi,currentAddressCorr,proposedAddressCorr,currentHandlingWt,proposedHandlingWt,currentOverMax,proposedOverMax,currentAdultSig,proposedAdultSig,Exception
,1Z1789X70276212092,00001789X7,0000001789X7193,2023-05-13,"2Day PM(D)",2023-05-05,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,"NEW ORLEANS",701233170,US,ATLANTA,30349,US,24.66,12.19,71.00,,,1.77,,14.25,,14.24,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70277521416,00001789X7,0000001789X7203,2023-05-20,"2Day PM(D)",2023-05-16,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,1.65,,13.25,,14.12,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70277590100,00001789X7,0000001789X7243,2023-06-17,"2Day PM(D)",2023-06-12,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,"NEW ORLEANS",701233170,US,ATLANTA,30349,US,24.66,12.19,71.00,,,1.68,,13.50,,14.15,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70276436930,00001789X7,0000001789X7253,2023-06-24,"2Day PM(D)",2023-06-15,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,"NEW ORLEANS",701233170,US,ATLANTA,30349,US,24.66,12.19,71.00,,,1.68,,13.50,,14.15,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70277212769,00001789X7,0000001789X7253,2023-06-24,"2Day PM(D)",2023-06-16,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,1.68,,13.50,,14.15,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z6954AF0196855396,00006954AF,0000006954AF283,2023-07-15,"1Day AM(D)",2023-07-12,"0-150 Miles","1.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,ANTIOCH,37013,US,MURRAY,42071,US,30.56,16.81,75.00,,,4.53,2.25,14.00,0.00,18.28,2.25,16.03,0.00,0.00,0.00,0.00,2.25,2.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70277873626,00001789X7,0000001789X7283,2023-07-15,"2Day PM(D)",2023-07-10,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,"NEW ORLEANS",701233170,US,ATLANTA,30349,US,24.66,12.19,71.00,,,1.77,,14.00,,14.24,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
1Z3404530365920747,1Z3404530365776252,0000340453,000000340453303,2023-07-29,"Ground Comm(D)",2023-07-26,Miscellaneous,"27.00 lb","27.00 lb","27.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.47,0.00,0.00,,,1.33,,14.00,,10.80,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530365920747,1Z3404530367891150,0000340453,000000340453303,2023-07-29,"Ground Comm(D)",2023-07-26,Miscellaneous,"27.00 lb","27.00 lb","27.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.47,0.00,0.00,,,1.33,,14.00,,10.80,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530365920747,1Z3404530367663763,0000340453,000000340453303,2023-07-29,"Ground Comm(D)",2023-07-26,Miscellaneous,"27.00 lb","27.00 lb","27.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.47,0.00,0.00,,,1.33,,14.00,,10.80,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530365920747,1Z3404530366762578,0000340453,000000340453303,2023-07-29,"Ground Comm(D)",2023-07-26,Miscellaneous,"27.00 lb","27.00 lb","27.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.47,0.00,0.00,,,1.33,,14.00,,10.80,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530365920747,1Z3404530367791580,0000340453,000000340453303,2023-07-29,"Ground Comm(D)",2023-07-26,Miscellaneous,"27.00 lb","27.00 lb","27.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.47,0.00,0.00,,,1.33,,14.00,,10.80,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530365920747,1Z3404530366034793,0000340453,000000340453303,2023-07-29,"Ground Comm(D)",2023-07-26,Miscellaneous,"27.00 lb","27.00 lb","27.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.47,0.00,0.00,,,1.33,,14.00,,10.80,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530365920747,1Z3404530365056208,0000340453,000000340453303,2023-07-29,"Ground Comm(D)",2023-07-26,Miscellaneous,"27.00 lb","27.00 lb","27.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.47,0.00,0.00,,,1.33,,14.00,,10.80,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530365920747,1Z3404530365299812,0000340453,000000340453303,2023-07-29,"Ground Comm(D)",2023-07-26,Miscellaneous,"27.00 lb","27.00 lb","27.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.47,0.00,0.00,,,1.33,,14.00,,10.80,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530365920747,1Z3404530367689629,0000340453,000000340453303,2023-07-29,"Ground Comm(D)",2023-07-26,Miscellaneous,"27.00 lb","27.00 lb","27.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.47,0.00,0.00,,,1.33,,14.00,,10.80,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530365920747,1Z3404530365229638,0000340453,000000340453303,2023-07-29,"Ground Comm(D)",2023-07-26,Miscellaneous,"27.00 lb","27.00 lb","27.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.47,0.00,0.00,,,1.33,,14.00,,10.80,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530365920747,1Z3404530367603845,0000340453,000000340453303,2023-07-29,"Ground Comm(D)",2023-07-26,Miscellaneous,"27.00 lb","27.00 lb","27.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.47,0.00,0.00,,,1.33,,14.00,,10.80,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530365920747,1Z3404530365920747,0000340453,000000340453303,2023-07-29,"Ground Comm(D)",2023-07-26,Miscellaneous,"27.00 lb","27.00 lb","27.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.47,0.00,0.00,,,1.33,,14.00,,10.80,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530365920747,1Z3404530365590863,0000340453,000000340453303,2023-07-29,"Ground Comm(D)",2023-07-26,Miscellaneous,"27.00 lb","27.00 lb","27.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.47,0.00,0.00,,,1.33,,14.00,,10.80,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530365920747,1Z3404530367371677,0000340453,000000340453303,2023-07-29,"Ground Comm(D)",2023-07-26,Miscellaneous,"27.00 lb","27.00 lb","27.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,NEWTOWN,18940,US,9.61,0.00,0.00,,,1.35,,14.00,,10.96,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
,1Z1789X70278337552,00001789X7,0000001789X7303,2023-07-29,"2Day PM(D)",2023-07-20,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,"NEW ORLEANS",701233170,US,JACKSONVILLE,32207,US,24.66,12.19,71.00,,,1.77,,14.25,,14.24,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z813VF70142994643,0000343260,000000343260273,2023-07-08,"1Day AM(D)",2023-06-30,"601-1000 Miles","1.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,PEORIA,"61629 0001",US,MIDWAY,32343,US,50.66,30.90,75.00,,,2.82,,14.00,,22.58,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70278455577,00001789X7,0000001789X7273,2023-07-08,"2Day PM(D)",2023-07-05,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,1.77,,14.25,,14.24,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70277379134,00001789X7,0000001789X7273,2023-07-08,"2Day PM(D)",2023-06-30,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,1.77,,14.00,,14.24,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70278526919,00001789X7,0000001789X7263,2023-07-01,"2Day PM(D)",2023-06-29,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,1.77,,14.00,,14.24,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
1Z3404530367057641,1Z3404530366480480,0000340453,000000340453293,2023-07-22,"Ground Comm(D)",2023-07-18,Miscellaneous,"23.00 lb","30.00 lb","30.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,GREENEVILLE,37743,US,14.23,0.00,0.00,,,1.99,,14.00,,16.22,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
,1Z1789X70277721334,00001789X7,0000001789X7293,2023-07-22,"2Day PM(D)",2023-07-19,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,1.77,,14.25,,14.24,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
1Z3404530367057641,1Z3404530367057641,0000340453,000000340453293,2023-07-22,"Ground Comm(D)",2023-07-18,Miscellaneous,"23.00 lb","31.00 lb","31.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,GREENEVILLE,37743,US,14.67,0.00,0.00,,,2.05,,14.00,,16.72,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530367057641,1Z3404530366226059,0000340453,000000340453293,2023-07-22,"Ground Comm(D)",2023-07-18,Miscellaneous,"23.00 lb","30.00 lb","30.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,GREENEVILLE,37743,US,14.20,0.00,0.00,,,1.99,,14.00,,16.19,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530367057641,1Z3404530365356661,0000340453,000000340453293,2023-07-22,"Ground Comm(D)",2023-07-18,Miscellaneous,"23.00 lb","30.00 lb","30.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,GREENEVILLE,37743,US,14.20,0.00,0.00,,,1.99,,14.00,,16.19,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530367057641,1Z3404530367173471,0000340453,000000340453293,2023-07-22,"Ground Comm(D)",2023-07-18,Miscellaneous,"23.00 lb","30.00 lb","30.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,GREENEVILLE,37743,US,14.20,0.00,0.00,,,1.99,,14.00,,16.19,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
,1Z813VF70140799706,0000343260,000000343260313,2023-08-05,"1Day AM(D)",2023-07-28,"601-1000 Miles","1.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,PEORIA,"61629 0001",US,MIDWAY,32343,US,50.66,30.90,75.00,,,2.91,,14.75,,22.67,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70277545605,00001789X7,0000001789X7313,2023-08-05,"2Day PM(D)",2023-08-02,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,1.90,,15.00,,14.37,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70276341998,00001789X7,0000001789X7313,2023-08-05,"2Day PM(D)",2023-08-02,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,"NEW ORLEANS",701233170,US,ATLANTA,30349,US,24.66,12.19,71.00,,,4.90,3.00,15.00,0.00,17.37,3.00,14.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z5X44100166423994,00005X4410,0000005X4410313,2023-08-05,"1Day AM(D)",2023-08-03,"301-600 Miles","1.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,PASCAGOULA,39581,US,47.32,28.87,75.00,,,2.82,,15.00,,21.27,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70277795827,00001789X7,0000001789X7323,2023-08-12,"2Day PM(D)",2023-08-02,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,"NEW ORLEANS",701233170,US,ATLANTA,30349,US,24.66,12.19,71.00,,,1.90,,15.00,,14.37,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70277170046,00001789X7,0000001789X7323,2023-08-12,"2Day PM(D)",2023-08-07,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,2.03,,16.25,,14.50,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
,1Z1789X70278131318,00001789X7,0000001789X7333,2023-08-19,"2Day PM(D)",2023-08-14,"301-600 Miles","0.00 lb","0.00 lb","0.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",LTR,,,,ATLANTA,30349,US,24.66,12.19,71.00,,,2.15,,17.25,,14.62,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Published Rate not found for this service"
1Z3404530365266400,1Z3404530367947822,0000340453,000000340453343,2023-08-26,"Ground Comm(D)",2023-08-22,Miscellaneous,"10.00 lb","25.00 lb","25.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,MARIETTA,30067,US,11.83,0.00,0.00,,,1.80,,15.75,,13.63,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530365266400,1Z3404530367394018,0000340453,000000340453343,2023-08-26,"Ground Comm(D)",2023-08-22,Miscellaneous,"10.00 lb","25.00 lb","25.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,MARIETTA,30067,US,11.83,0.00,0.00,,,1.80,,15.75,,13.63,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530365266400,1Z3404530366531835,0000340453,000000340453343,2023-08-26,"Ground Comm(D)",2023-08-22,Miscellaneous,"10.00 lb","25.00 lb","25.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,MARIETTA,30067,US,11.83,0.00,0.00,,,1.80,,15.75,,13.63,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530365266400,1Z3404530365266400,0000340453,000000340453343,2023-08-26,"Ground Comm(D)",2023-08-22,Miscellaneous,"10.00 lb","26.00 lb","26.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,MARIETTA,30067,US,12.31,0.00,0.00,,,1.88,,15.75,,14.19,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
1Z3404530365266400,1Z3404530365206457,0000340453,000000340453343,2023-08-26,"Ground Comm(D)",2023-08-22,Miscellaneous,"10.00 lb","25.00 lb","25.00 lb","0.00 in","0.00 in","0.00 in","0.00 in",PKG,,,,MARIETTA,30067,US,11.87,0.00,0.00,,,1.81,,15.75,,13.68,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Zone Code Missing in data"
